,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
6891,四国山霊場,38,38204,‐,八幡浜市広瀬,2,,,,,,,,,,,
6892,おさかな牧場,38,38204,‐,八幡浜市向灘2935,4,,,,,,,,,,,
6893,平家谷そうめん流し,38,38204,‐,八幡浜市保内町宮内8-265-1,5,,,,,,,,,,,
6894,スポーツセンター,38,38204,‐,八幡浜市北浜1-5-1,4,,,,,,,,,,,
6895,八日市,38,38204,‐,八幡浜市商店街,5,,,,,,,,,,,
6896,旬彩市,38,38204,‐,八幡浜市新町4,5,,,,,,,,,,,
6897,座敷雛,38,38204,‐,八幡浜市真穴地区,1,,,,,,,,,,,
6898,みなと祭り,38,38204,‐,八幡浜市,1,,,,,,,,,,,
6899,三嶋神社秋季大祭,38,38204,‐,八幡浜市保内町,1,,,,,,,,,,,
6900,みなと花火大会,38,38204,‐,八幡浜市北浜,1,,,,,,,,,,,
6901,別子ライン,38,38205,‐,新居浜市立川地区,1,,,,,,,,,,,
6902,西赤石山系,38,38205,‐,新居浜市,1,,,,,,,,,,,
6903,愛媛県総合科学博物館,38,38205,‐,新居浜市大生院2133-2,2,,,,,,,,,,,
6904,別子銅山記念館,38,38205,‐,新居浜市角野新田町3-13,2,,,,,,,,,,,
6905,広瀬歴史記念館,38,38205,‐,新居浜市上原2-10-24,2,,,,,,,,,,,
6906,新居浜市郷土美術館,38,38205,‐,新居浜市一宮町1-5-1,2,,,,,,,,,,,
6907,旧別子,38,38205,‐,新居浜市別子山,2,,,,,,,,,,,
6908,滝の宮カントリークラブ,38,38205,‐,新居浜市萩生字河の北129-1,4,,,,,,,,,,,
6909,新居浜カントリークラブ,38,38205,‐,新居浜市船木1032-17,4,,,,,,,,,,,
6910,山根公園屋内プール,38,38205,‐,新居浜市角野新田町3-14-2,4,,,,,,,,,,,
6911,山根公園テニスコート,38,38205,‐,新居浜市角野新田町3-12,4,,,,,,,,,,,
6912,市民テニスコート（新居浜市）,38,38205,‐,新居浜市庄内町2地先,4,,,,,,,,,,,
6913,市営野球場（新居浜市）,38,38205,‐,新居浜市新須賀町3-2-54,4,,,,,,,,,,,
6914,市民プール（新居浜市）,38,38205,‐,新居浜市東雲町1-1-13,4,,,,,,,,,,,
6915,市営サッカー場（新居浜市）,38,38205,‐,新居浜市観音原町乙109,4,,,,,,,,,,,
6916,マリンパーク新居浜,38,38205,‐,新居浜市垣生3-乙324,4,,,,,,,,,,,
6917,滝の宮公園,38,38205,‐,新居浜市滝の宮町8,4,,,,,,,,,,,
6918,池田池公園,38,38205,‐,新居浜市船木甲1538-1,4,,,,,,,,,,,
6919,黒島海浜公園,38,38205,‐,新居浜市黒島字沖浜930-85,4,,,,,,,,,,,
6920,森林公園ゆらぎの森,38,38205,‐,新居浜市別子山甲122,4,,,,,,,,,,,
6921,別子観光センター,38,38205,‐,新居浜市別子山乙510-1,4,,,,,,,,,,,
6922,マイントピア別子端出場ゾーン,38,38205,‐,新居浜市立川町707-3,4,,,,,,,,,,,
6923,マイントピア別子東平ゾーン,38,38205,‐,新居浜市立川町654-3,4,,,,,,,,,,,
6924,市民体育館,38,38205,‐,新居浜市東雲町1-1-25,4,,,,,,,,,,,
6925,新居浜太鼓祭り,38,38205,‐,新居浜市,1,,,,,,,,,,,
6926,春は子供天国,38,38205,‐,新居浜市滝の宮町8,1,,,,,,,,,,,
6927,にいはま納涼花火大会,38,38205,‐,新居浜市平形町,1,,,,,,,,,,,
6928,新居浜夏祭り,38,38205,‐,新居浜市,1,,,,,,,,,,,
6929,新居のいもだき,38,38205,‐,新居浜市東雲町,1,,,,,,,,,,,
6930,サマーフェスティバルＩＮ新居浜,38,38205,‐,新居浜市立川町707-3,1,,,,,,,,,,,
6931,土曜夜市＆よっしゃコンガ,38,38205,‐,新居浜市,1,,,,,,,,,,,
6932,表石鎚,38,38206,‐,西条市,1,,,,,,,,,,,
6933,裏石鎚瓶ヶ森,38,38206,‐,西条市,1,,,,,,,,,,,
6934,花見,38,38206,‐,西条市福武乙,1,,,,,,,,,,,
6935,鞍瀬渓谷,38,38206,‐,西条市丹原町鞍瀬,1,,,,,,,,,,,
6936,石鎚神社,38,38206,‐,西条市西田甲797,2,,,,,,,,,,,
6937,前神寺,38,38206,‐,西条市洲之内甲1426,2,,,,,,,,,,,
6938,吉祥寺,38,38206,‐,西条市氷見乙1048,2,,,,,,,,,,,
6939,考古歴史館,38,38206,‐,西条市福武乙27-6,2,,,,,,,,,,,
6940,こどもの国,38,38206,‐,西条市明屋敷131-2,2,,,,,,,,,,,
6941,世田薬師,38,38206,‐,西条市楠乙454,2,,,,,,,,,,,
6942,郷土館,38,38206,‐,西条市周布427,2,,,,,,,,,,,
6943,西山興隆寺,38,38206,‐,西条市丹原町古田1657,2,,,,,,,,,,,
6944,横峰寺,38,38206,‐,西条市小松町石鎚甲2253,2,,,,,,,,,,,
6945,宝寿寺,38,38206,‐,西条市小松町新屋敷甲428,2,,,,,,,,,,,
6946,法安寺,38,38206,‐,西条市小松町北川157,2,,,,,,,,,,,
6947,四国鉄道文化館,38,38206,‐,西条市大町798-1,2,,,,,,,,,,,
6948,アサヒビール四国工場,38,38206,‐,西条市ひうち2-6,2,,,,,,,,,,,
6949,立て干し網,38,38206,‐,西条市河原津,4,,,,,,,,,,,
6950,観光農園,38,38206,‐,西条市三津屋南2-54,1,,,,,,,,,,,
6951,食の創造館,38,38206,‐,西条市三津屋南2-54,2,,,,,,,,,,,
6952,西条総合運動公園,38,38206,‐,西条市ひうち1-2,4,,,,,,,,,,,
6953,東予運動公園,38,38206,‐,西条市河原津新田甲157,4,,,,,,,,,,,
6954,瀬戸内海サーキット,38,38206,‐,西条市丹原町田滝396-2,4,,,,,,,,,,,
6955,丹原総合公園,38,38206,‐,西条市丹原町久妙寺甲244,4,,,,,,,,,,,
6956,石鎚成就スキー場,38,38206,‐,西条市西之川下谷甲81,4,,,,,,,,,,,
6957,小松中央公園,38,38206,‐,西条市小松町新屋敷字藍刈,4,,,,,,,,,,,
6958,石鎚山ハイウェイオアシス館,38,38206,‐,西条市小松町新屋敷乙22-29,4,,,,,,,,,,,
6959,石鎚登山ロープウェイ,38,38206,‐,西条市西之川下谷甲81,4,,,,,,,,,,,
6960,ひうちの湯,38,38206,‐,西条市船屋西新開甲683,3,,,,,,,,,,,
6961,武丈の湯,38,38206,‐,西条市大町209,3,,,,,,,,,,,
6962,休暇村瀬戸内東予,38,38206,‐,西条市河原津乙7-179,3,,,,,,,,,,,
6963,本谷温泉館,38,38206,‐,西条市河之内甲494,3,,,,,,,,,,,
6964,道前渓温泉,38,38206,‐,西条市丹原町大字来見897-1,3,,,,,,,,,,,
6965,小町温泉しこくや,38,38206,‐,西条市小松町明穂甲47,3,,,,,,,,,,,
6966,椿交流館,38,38206,‐,西条市新屋敷乙22-19,3,,,,,,,,,,,
6967,東予温泉,38,38206,‐,西条市周布688-1,3,,,,,,,,,,,
6968,アサヒビール園伊予西条,38,38206,‐,西条市ひうち2-6,2,,,,,,,,,,,
6969,ときめき水都市,38,38206,‐,西条市神拝甲487-4,5,,,,,,,,,,,
6970,農産物直販所,38,38206,‐,西条市丹原町池田290,5,,,,,,,,,,,
6971,りんりんパークー,38,38206,‐,西条市小松町明穂甲50,5,,,,,,,,,,,
6972,西条まつり,38,38206,‐,西条市,1,,,,,,,,,,,
6973,石鎚山お山開き,38,38206,‐,西条市,1,,,,,,,,,,,
6974,いもたき,38,38206,‐,西条市加茂川,1,,,,,,,,,,,
6975,市民納涼花火大会,38,38206,‐,西条市喜多川,1,,,,,,,,,,,
6976,丹原七夕夏祭り,38,38206,‐,西条市丹原町,1,,,,,,,,,,,
6977,おかげん,38,38206,‐,西条市氷見,1,,,,,,,,,,,
6978,産業文化フェスティバル,38,38206,‐,西条市中心街,1,,,,,,,,,,,
6979,産業祭,38,38206,‐,西条市丹原町,1,,,,,,,,,,,
6980,夏彩祭,38,38206,‐,西条市壬生川,1,,,,,,,,,,,
6981,石鎚山お山開き,38,38206,‐,西条市西田甲797,1,,,,,,,,,,,
6982,肱川あらし（肱川の朝霧、雲海）,38,38207,自然現象,大洲市,-1,,,,,,,,,,,
6983,冨士山,38,38207,‐,大洲市柚木,1,,,,,,,,,,,
6984,大洲家族旅行村,38,38207,‐,大洲市菅田町菅田大竹乙938-1,1,,,,,,,,,,,
6985,白滝公園,38,38207,‐,大洲市白滝,1,,,,,,,,,,,
6986,あらし展望公園,38,38207,‐,大洲市長浜甲788-1,1,,,,,,,,,,,
6987,環境緑地公園,38,38207,‐,大洲市長浜,1,,,,,,,,,,,
6988,丸山公園,38,38207,‐,大洲市肱川町山鳥坂,1,,,,,,,,,,,
6989,大洲城,38,38207,‐,大洲市大洲903,2,,,,,,,,,,,
6990,大洲神社,38,38207,‐,大洲市大洲417-16,2,,,,,,,,,,,
6991,十夜ヶ橋大師堂,38,38207,‐,大洲市十夜ヶ橋,2,,,,,,,,,,,
6992,臥龍山荘,38,38207,‐,大洲市大洲411-2,2,,,,,,,,,,,
6993,おはなはん通り,38,38207,‐,大洲市大洲,2,,,,,,,,,,,
6994,おおず赤煉瓦館,38,38207,‐,大洲市大洲60,2,,,,,,,,,,,
6995,山荘画廊,38,38207,‐,大洲市大洲398-6,2,,,,,,,,,,,
6996,思ひ出倉庫,38,38207,‐,大洲市大洲103,2,,,,,,,,,,,
6997,金山出石寺,38,38207,‐,大洲市豊茂乙1,2,,,,,,,,,,,
6998,沖浦観音,38,38207,‐,大洲市沖浦丙2053,2,,,,,,,,,,,
6999,フラワーパークおおず,38,38207,‐,大洲市西大洲甲1766-7,1,,,,,,,,,,,
7000,観光いちご園,38,38207,‐,大洲市,1,,,,,,,,,,,
7001,平野運動公園プール,38,38207,‐,大洲市平野町野田乙1644,4,,,,,,,,,,,
7002,オズの湯,38,38207,‐,大洲市東大洲1582,3,,,,,,,,,,,
7003,臥龍の湯,38,38207,‐,大洲市柚木388-1,3,,,,,,,,,,,
7004,小藪温泉,38,38207,‐,大洲市肱川町宇和川1433,3,,,,,,,,,,,
7005,鹿野川荘,38,38207,‐,大洲市肱川町宇和川588-1,3,,,,,,,,,,,
7006,まちの駅「あさもや」,38,38207,‐,大洲市大洲649-1,6,,,,,,,,,,,
7007,（有）レストラン華の森,38,38207,‐,大洲市肱川町宇和川3030,5,,,,,,,,,,,
7008,（株）清流の里ひじかわ,38,38207,‐,大洲市肱川町宇和川3030,6,,,,,,,,,,,
7009,えびすまつり,38,38207,‐,大洲市大洲417,1,,,,,,,,,,,
7010,八幡宮例祭,38,38207,‐,大洲市阿蔵甲1844,1,,,,,,,,,,,
7011,祇園まつり,38,38207,‐,大洲市八多喜,1,,,,,,,,,,,
7012,ながはま赤橋夏まつり,38,38207,‐,大洲市長浜,1,,,,,,,,,,,
7013,観光さくらまつり,38,38207,‐,大洲市,1,,,,,,,,,,,
7014,つつじまつり,38,38207,‐,大洲市冨士山,1,,,,,,,,,,,
7015,ほたるまつり,38,38207,‐,大洲市柳沢,1,,,,,,,,,,,
7016,水天宮花火大会,38,38207,‐,大洲市柚木,1,,,,,,,,,,,
7017,大洲川まつり花火大会,38,38207,‐,大洲市中村,1,,,,,,,,,,,
7018,もみじまつり,38,38207,‐,大洲市新谷地区,1,,,,,,,,,,,
7019,おまつり村,38,38207,‐,大洲市中村,1,,,,,,,,,,,
7020,おおず浪漫祭,38,38207,‐,大洲市大洲,1,,,,,,,,,,,
7021,鹿野川しゃくなげまつり,38,38207,‐,大洲市肱川,1,,,,,,,,,,,
7022,肱川ふれあいまつり,38,38207,‐,大洲市肱川,1,,,,,,,,,,,
7023,えひめ森林公園,38,38210,‐,伊予市上三谷,1,,,,,,,,,,,
7024,谷上山公園,38,38210,‐,伊予市上吾川,1,,,,,,,,,,,
7025,五色浜公園,38,38210,‐,伊予市灘町311,1,,,,,,,,,,,
7026,大谷池,38,38210,‐,伊予市上三谷,1,,,,,,,,,,,
7027,菜の花畑,38,38210,‐,伊予市双海町下灘,1,,,,,,,,,,,
7028,水仙畑,38,38210,‐,伊予市双海町下灘,1,,,,,,,,,,,
7029,道の駅ふたみ,38,38210,‐,伊予市双海町大字高岸甲2326,6,,,,,,,,,,,
7030,観光いちご園,38,38210,‐,伊予市双海町上灘,1,,,,,,,,,,,
7031,五色姫海浜公園,38,38210,‐,伊予市米湊820,4,,,,,,,,,,,
7032,しおさい公園,38,38210,‐,伊予市森甲91-1,4,,,,,,,,,,,
7033,ウェルピア伊予,38,38210,‐,伊予市下三谷1761-1,4,,,,,,,,,,,
7034,松山ロイヤルゴルフ倶楽部,38,38210,‐,伊予市中山町栗田18-2,4,,,,,,,,,,,
7035,ちびっこ広場,38,38210,‐,伊予市双海町高岸869-2,4,,,,,,,,,,,
7036,しもなだ運動公園,38,38210,‐,伊予市双海町串甲3670-12,4,,,,,,,,,,,
7037,海水浴場,38,38210,‐,伊予市双海町高岸甲2326,4,,,,,,,,,,,
7038,潮風ふれあいの館,38,38210,‐,伊予市双海町高岸甲923,4,,,,,,,,,,,
7039,特産品センター（双海）,38,38210,‐,伊予市双海町上灘甲5821-6,5,,,,,,,,,,,
7040,鮮魚売り場,38,38210,‐,伊予市双海町上灘甲5821-6,5,,,,,,,,,,,
7041,じゃこ天売り場,38,38210,‐,伊予市双海町上灘甲5821-6,5,,,,,,,,,,,
7042,夕焼け市,38,38210,‐,伊予市双海町高岸甲2326,5,,,,,,,,,,,
7043,夕焼けぴちぴち市,38,38210,‐,伊予市双海町串,5,,,,,,,,,,,
7044,特産品センター（中山）,38,38210,‐,伊予市中山町泉町1,5,,,,,,,,,,,
7045,ふるさと市,38,38210,‐,伊予市中山町中山丑173-2,5,,,,,,,,,,,
7046,クラフトの里,38,38210,‐,伊予市中山町中山子271,5,,,,,,,,,,,
7047,シャーベットハウス,38,38210,‐,伊予市中山町中山子271,5,,,,,,,,,,,
7048,こねこね亭,38,38210,‐,伊予市中山町中山子271,5,,,,,,,,,,,
7049,しあわせ市,38,38210,‐,伊予市中山町中山子271,5,,,,,,,,,,,
7050,遊栗館,38,38210,‐,伊予市中山町中山戌696,5,,,,,,,,,,,
7051,レストラン風花（ブーケ）,38,38210,‐,伊予市中山町中山11-405-2,5,,,,,,,,,,,
7052,伊予彩まつり,38,38210,‐,伊予市,1,,,,,,,,,,,
7053,花まつり,38,38210,‐,伊予市森甲91-1,1,,,,,,,,,,,
7054,五色姫復活祭,38,38210,‐,伊予市尾崎地先,1,,,,,,,,,,,
7055,野外音楽イベント,38,38210,‐,伊予市中山町中山添賀,1,,,,,,,,,,,
7056,翠波高原,38,38213,‐,四国中央市金砂町平野山306-1,1,,,,,,,,,,,
7057,塩塚高原,38,38213,‐,四国中央市新宮町上山,1,,,,,,,,,,,
7058,あじさいの里,38,38213,‐,四国中央市新宮町上山中野地区,1,,,,,,,,,,,
7059,紙のまち資料館,38,38213,‐,四国中央市川之江町4069-1,2,,,,,,,,,,,
7060,川之江城,38,38213,‐,四国中央市川之江町1087-4,2,,,,,,,,,,,
7061,三角寺,38,38213,‐,四国中央市金田町三角寺75,2,,,,,,,,,,,
7062,延命寺,38,38213,‐,四国中央市土居町土居895,2,,,,,,,,,,,
7063,やまじ風公園,38,38213,‐,四国中央市土居町畑野1637,4,,,,,,,,,,,
7064,新伊予ゴルフクラブ,38,38213,‐,四国中央市土居町天満66,4,,,,,,,,,,,
7065,霧の森交湯～館,38,38213,‐,四国中央市新宮町馬立4491-1,3,,,,,,,,,,,
7066,霧の森,38,38213,‐,四国中央市新宮町馬立4491-1,6,,,,,,,,,,,
7067,四国中央市紙まつり,38,38213,‐,四国中央市川之江町,1,,,,,,,,,,,
7068,かわのえ秋まつり,38,38213,‐,四国中央市川之江町,1,,,,,,,,,,,
7069,伊予三島秋祭り,38,38213,‐,四国中央市三島中央,1,,,,,,,,,,,
7070,ふるさと広場かきくらべ,38,38213,‐,四国中央市土居町土居,1,,,,,,,,,,,
7071,かわのえ夏まつり花火大会,38,38213,‐,四国中央市川之江町,1,,,,,,,,,,,
7072,みなと祭,38,38213,‐,四国中央市三島中央,1,,,,,,,,,,,
7073,あじさいまつり,38,38213,‐,四国中央市新宮町上山中野,1,,,,,,,,,,,
7074,四国中央市土居夏まつり,38,38213,‐,四国中央市土居町土居,1,,,,,,,,,,,
7075,いもたき,38,38213,‐,四国中央市土居町（土居関川河川敷）,1,,,,,,,,,,,
7076,観音水,38,38214,‐,西予市宇和町明間3515-1,1,,,,,,,,,,,
7077,桂川渓谷,38,38214,‐,西予市野村町深山,1,,,,,,,,,,,
7078,朝霧湖野村ダム,38,38214,‐,西予市野村町野村,1,,,,,,,,,,,
7079,四国カルスト大野ヶ原,38,38214,‐,西予市野村町大野ヶ原,1,,,,,,,,,,,
7080,竜沢寺緑地公園,38,38214,‐,西予市城川町魚成753,1,,,,,,,,,,,
7081,須崎園地,38,38214,‐,西予市三瓶町周木,1,,,,,,,,,,,
7082,県歴史文化博物館,38,38214,‐,西予市宇和町卯之町4-11-2,2,,,,,,,,,,,
7083,明石寺,38,38214,‐,西予市宇和町明石201,2,,,,,,,,,,,
7084,宇和先哲記念館,38,38214,‐,西予市宇和町卯之町4-327,2,,,,,,,,,,,
7085,開明学校,38,38214,‐,西予市宇和町卯之町3-110,2,,,,,,,,,,,
7086,宇和民具館,38,38214,‐,西予市宇和町卯之町3-106,2,,,,,,,,,,,
7087,宇和米博物館,38,38214,‐,西予市宇和町卯之町2-24,2,,,,,,,,,,,
7088,日切り地蔵,38,38214,‐,西予市野村町河西1203,2,,,,,,,,,,,
7089,ギャラリーしろかわ,38,38214,‐,西予市城川町下相680,2,,,,,,,,,,,
7090,西予市野村農業公園ほわいとファーム,38,38214,‐,西予市野村町野村16-383-1,1,,,,,,,,,,,
7091,きなはい屋,38,38214,‐,西予市城川町下相1008-1,6,,,,,,,,,,,
7092,大早津海水浴場,38,38214,‐,西予市明浜町高山,4,,,,,,,,,,,
7093,宇和運動公園　多目的グランド,38,38214,‐,西予市宇和町卯之町3-517,4,,,,,,,,,,,
7094,宇和体育館,38,38214,‐,西予市宇和町卯之町3-517,4,,,,,,,,,,,
7095,乙亥会館,38,38214,‐,西予市野村町野村12-10,4,,,,,,,,,,,
7096,塩風呂「はま湯」,38,38214,‐,西予市明浜町高山甲297-2,3,,,,,,,,,,,
7097,游の里温泉,38,38214,‐,西予市宇和町明間6125,3,,,,,,,,,,,
7098,カロト温泉,38,38214,‐,西予市野村町野村12-10,3,,,,,,,,,,,
7099,クアテルメ宝泉坊,38,38214,‐,西予市城川町高野子46,3,,,,,,,,,,,
7100,どんぶり館,38,38214,‐,西予市宇和町稲生118,6,,,,,,,,,,,
7101,乙亥の里百姓百品,38,38214,‐,西予市野村町野村12-10,5,,,,,,,,,,,
7102,乙亥の里和楽家,38,38214,‐,西予市野村町野村12-10,5,,,,,,,,,,,
7103,乙亥の里今昔家,38,38214,‐,西予市野村町野村12-10,5,,,,,,,,,,,
7104,乙亥の里ペピーノ,38,38214,‐,西予市野村町野村12-10,5,,,,,,,,,,,
7105,潮彩館,38,38214,‐,西予市三瓶町朝立１-438-287,6,,,,,,,,,,,
7106,どろんこ祭り,38,38214,‐,西予市,1,,,,,,,,,,,
7107,三瓶秋祭り,38,38214,‐,西予市三瓶町,1,,,,,,,,,,,
7108,かっぱＭＡＴＵＲＩ,38,38214,‐,西予市明浜町高山甲461-1,1,,,,,,,,,,,
7109,宇和れんげまつり,38,38214,‐,西予市宇和町,1,,,,,,,,,,,
7110,のむらダムまつり,38,38214,‐,西予市野村町野村,1,,,,,,,,,,,
7111,納涼まつり,38,38214,‐,西予市野村町野村8-153-1,1,,,,,,,,,,,
7112,乙亥大相撲,38,38214,‐,西予市野村町野村12-10,1,,,,,,,,,,,
7113,夏祭り奥地の海のかーにばる,38,38214,‐,西予市三瓶町,1,,,,,,,,,,,
7114,野村ダムイルミネーション,38,38214,‐,西予市野村町野村,1,,,,,,,,,,,
7115,上林皿ケ嶺,38,38215,‐,東温市,1,,,,,,,,,,,
7116,白猪の滝,38,38215,‐,東温市河之内,1,,,,,,,,,,,
7117,滑川渓谷,38,38215,‐,東温市明河,1,,,,,,,,,,,
7118,愛媛県農林水産研究所農業研究部花き研究指導室,38,38215,‐,東温市下林甲2210-1,2,,,,,,,,,,,
7119,愛媛県森の交流センター,38,38215,‐,東温市田窪743,2,,,,,,,,,,,
7120,坊っちゃん劇場,38,38215,‐,東温市見奈良1125,2,,,,,,,,,,,
7121,松山国際ゴルフ倶楽部,38,38215,‐,東温市大字上村堂ノ畦乙347,4,,,,,,,,,,,
7122,アクロス重信,38,38215,‐,東温市西岡字山神谷乙2-1,4,,,,,,,,,,,
7123,松山ゴルフ倶楽部,38,38215,‐,東温市松瀬川乙997,4,,,,,,,,,,,
7124,塩ヶ森ふるさと公園,38,38215,‐,東温市南方　および　則之内,4,,,,,,,,,,,
7125,見奈良天然温泉利楽,38,38215,‐,東温市見奈良1110,3,,,,,,,,,,,
7126,東温市ふるさと交流館,38,38215,‐,東温市北方甲2081-1,3,,,,,,,,,,,
7127,ハタダお菓子館,38,38215,‐,東温市牛渕1008-1,5,,,,,,,,,,,
7128,水の元そうめん流し,38,38215,‐,東温市上林水の元,5,,,,,,,,,,,
7129,観月祭,38,38215,‐,東温市見奈良,1,,,,,,,,,,,
7130,積善山,38,38356,‐,上島町岩城積善山,1,,,,,,,,,,,
7131,せとうち交流館,38,38356,‐,上島町弓削下弓削1037-2,6,,,,,,,,,,,
7132,松原海水浴場,38,38356,‐,上島町弓削下弓削1002,4,,,,,,,,,,,
7133,いきなスポレク公園,38,38356,‐,上島町生名4528,4,,,,,,,,,,,
7134,三洋倶楽部・菰隠温泉,38,38356,‐,上島町岩城2559,3,,,,,,,,,,,
7135,海水温浴施設　潮湯,38,38356,‐,上島町弓削上弓削1907-1,3,,,,,,,,,,,
7136,ログハウス弓削,38,38356,‐,上島町弓削下弓削甲1990,5,,,,,,,,,,,
7137,インランド・シー・リゾート・フェスパ,38,38356,‐,上島町弓削日比287,3,,,,,,,,,,,
7138,仁淀川,38,38386,河川・峡谷,久万高原町,-1,,,,,,,,,,,
7139,石鎚山,38,38386,‐,久万高原町,1,,,,,,,,,,,
7140,御三戸嶽,38,38386,‐,久万高原町御三戸,1,,,,,,,,,,,
7141,四国カルスト,38,38386,‐,久万高原町,1,,,,,,,,,,,
7142,久万美術館,38,38386,‐,久万高原町菅生2-1442-7,2,,,,,,,,,,,
7143,天体観測館,38,38386,‐,久万高原町下畑野川乙488,2,,,,,,,,,,,
7144,面河山岳博物館,38,38386,‐,久万高原町若山650-1,2,,,,,,,,,,,
7145,岩屋寺,38,38386,‐,久万高原町七鳥1468,2,,,,,,,,,,,
7146,石鎚スカイライン,38,38386,‐,久万高原町関門,1,,,,,,,,,,,
7147,久万農業公園アグリピア,38,38386,‐,久万高原町下畑野川甲500,1,,,,,,,,,,,
7148,久万スキーランド,38,38386,‐,久万高原町東明神乙754-60,4,,,,,,,,,,,
7149,高原ゴルフ倶楽部,38,38386,‐,久万高原町下畑野川乙1182,4,,,,,,,,,,,
7150,久万カントリークラブ,38,38386,‐,久万高原町東明神乙333-1,4,,,,,,,,,,,
7151,ふるさと旅行村,38,38386,‐,久万高原町下畑野川乙488,4,,,,,,,,,,,
7152,古岩屋,38,38386,‐,久万高原町直瀬乙1636,3,,,,,,,,,,,
7153,物産館みどり,38,38386,‐,久万高原町菅生2-1439-1,5,,,,,,,,,,,
7154,久万高原駅やまなみ,38,38386,‐,久万高原町久万202-3,6,,,,,,,,,,,
7155,久万山だんだん市,38,38386,‐,久万高原町西明神310,5,,,,,,,,,,,
7156,面河特産品開発センター,38,38386,‐,久万高原町面河村相の木26,5,,,,,,,,,,,
7157,ふるさと市場,38,38386,‐,久万高原町相の木,5,,,,,,,,,,,
7158,岩黒レストハウス,38,38386,‐,久万高原町若山21-1581,5,,,,,,,,,,,
7159,農村活性センターみかわ,38,38386,‐,久万高原町上黒岩2840,5,,,,,,,,,,,
7160,久万林業まつり,38,38386,‐,久万高原町,1,,,,,,,,,,,
7161,元気人村,38,38401,‐,松前町北黒田912,3,,,,,,,,,,,
7162,とべ動物園,38,38402,‐,砥部町上原町240,2,,,,,,,,,,,
7163,砥部焼伝統産業会館,38,38402,‐,砥部町大南335,2,,,,,,,,,,,
7164,砥部町陶芸創作館,38,38402,‐,砥部町五本松82,2,,,,,,,,,,,
7165,とべ温泉　湯砥里館,38,38402,‐,砥部町宮内1902-3,3,,,,,,,,,,,
7166,砥部焼観光センター炎の里,38,38402,‐,砥部町千足359,5,,,,,,,,,,,
7167,砥部焼陶芸館,38,38402,‐,砥部町宮内83,5,,,,,,,,,,,
7168,農村食堂こぶしの家,38,38402,‐,砥部町総津159-1,5,,,,,,,,,,,
7169,道の駅ひろた「峡の館」,38,38402,‐,砥部町総津162,6,,,,,,,,,,,
7170,権現山流しそうめん,38,38402,‐,砥部町総津1548,5,,,,,,,,,,,
7171,砥部焼まつり,38,38402,‐,砥部町,1,,,,,,,,,,,
7172,七折梅まつり,38,38402,‐,砥部町,1,,,,,,,,,,,
7173,秋の砥部焼まつり,38,38402,‐,砥部町,1,,,,,,,,,,,
7174,獅子越荘,38,38422,‐,内子町中川小田深山,1,,,,,,,,,,,
7175,町並み,38,38422,‐,内子町城廻211,2,,,,,,,,,,,
7176,内子座,38,38422,‐,内子町内子2102,2,,,,,,,,,,,
7177,観光農園,38,38422,‐,内子町内子1515,1,,,,,,,,,,,
7178,愛媛ゴルフ倶楽部,38,38422,‐,内子町論田949,4,,,,,,,,,,,
7179,内子運動公園,38,38422,‐,内子町内子179,4,,,,,,,,,,,
7180,龍王公園,38,38422,‐,内子町五十崎甲1524-1,4,,,,,,,,,,,
7181,ＳＯＬ－ＦＡオダスキーゲレンデ,38,38422,‐,内子町中川小田深山,4,,,,,,,,,,,
7182,オーベルジュ内子,38,38422,‐,内子町五十崎乙485-2,5,,,,,,,,,,,
7183,マルシェ内子,38,38422,‐,内子町五十崎乙485-2,5,,,,,,,,,,,
7184,大森和ろうそく店,38,38422,‐,内子町内子2214,5,,,,,,,,,,,
7185,下芳我邸,38,38422,‐,内子町内子1946,5,,,,,,,,,,,
7186,内子フレッシュパークからり,38,38422,‐,内子町内子2452,6,,,,,,,,,,,
7187,しあわせの黄色いハンカチ,38,38422,‐,内子町五十崎甲1760-1,5,,,,,,,,,,,
7188,小田の郷せせらぎ,38,38422,‐,内子町寺村251-1,6,,,,,,,,,,,
7189,笹まつり,38,38422,‐,内子町内子,1,,,,,,,,,,,
7190,内子夏祭り,38,38422,‐,内子町内子,1,,,,,,,,,,,
7191,山の神火まつり,38,38422,‐,内子町寺村,1,,,,,,,,,,,
7192,いかざき大凧合戦,38,38422,‐,内子町五十崎,1,,,,,,,,,,,
7193,いかざき夏祭り花火大会,38,38422,‐,内子町,1,,,,,,,,,,,
7194,佐田岬灯台,38,38442,‐,伊方町正野,1,,,,,,,,,,,
7195,天然記念物あこう樹,38,38442,‐,伊方町三崎,1,,,,,,,,,,,
7196,伊方ビジターズハウス,38,38442,‐,伊方町九町コチワキ3-204,2,,,,,,,,,,,
7197,せと風の丘パーク,38,38442,‐,伊方町川之浜,1,,,,,,,,,,,
7198,瀬戸アグリトピア,38,38442,‐,伊方町大久2465-1,6,,,,,,,,,,,
7199,須賀公園駐車場,38,38442,‐,伊方町三机乙803,4,,,,,,,,,,,
7200,塩成海水浴場,38,38442,‐,伊方町塩成,4,,,,,,,,,,,
7201,川之浜海水浴場,38,38442,‐,伊方町川之浜,4,,,,,,,,,,,
7202,大久海水浴場,38,38442,‐,伊方町,4,,,,,,,,,,,
7203,亀ヶ池温泉,38,38442,‐,伊方町二見甲1289,3,,,,,,,,,,,
