,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
286,彦根城,25,25202,城跡・城郭・宮殿,彦根市金亀町1-1,2,,,,,,,,,,,
287,彦根城茶室（鳳翔台・聴鐘庵）,25,25202,‐,彦根市金亀町1-1,2,,,,,,,,,,,
288,彦根城博物館,25,25202,‐,彦根市金亀町1-1,2,,,,,,,,,,,
289,彦根市開国記念館,25,25202,‐,彦根市金亀町3-2,2,,,,,,,,,,,
290,彦根城　鐘の丸売店,25,25202,‐,彦根市金亀町1-1,2,,,,,,,,,,,
291,彦根市民会館,25,25202,‐,彦根市尾末町1-38,6,,,,,,,,,,,
292,ひこね市文化プラザ,25,25202,‐,彦根市野瀬町187-4,6,,,,,,,,,,,
293,駅前観光案内所,25,25202,‐,彦根市尾末町40-7,6,,,,,,,,,,,
294,国特別史跡　埋木舎,25,25202,‐,彦根市尾末町1-11,2,,,,,,,,,,,
295,彦根俳遊館,25,25202,‐,彦根市本町1-3-24,2,,,,,,,,,,,
296,夢京橋あかり館,25,25202,‐,彦根市本町2-1-3,5,,,,,,,,,,,
297,招福本舗,25,25202,‐,彦根市本町2-1-56,5,,,,,,,,,,,
298,夢京橋キャッスルロード,25,25202,‐,彦根市本町,5,,,,,,,,,,,
299,夢京橋あかり館（２階展示室）,25,25202,‐,彦根市本町2-1-3,2,,,,,,,,,,,
300,佐和山城案内詰所,25,25202,‐,彦根市尾末町1-51（（社）彦根観光協会内）,6,,,,,,,,,,,
301,彦根商工会議所　地場産業物産展示場,25,25202,‐,彦根市中央町3-8,6,,,,,,,,,,,
302,ひこね街なかプラザ,25,25202,‐,彦根市本町1-12-5,5,,,,,,,,,,,
303,彦根城桜まつり,25,25202,‐,彦根市金亀町1-1,1,,,,,,,,,,,
304,ご城下にぎわい市,25,25202,‐,彦根市金亀町,1,,,,,,,,,,,
305,彦根ばやし総おどり大会,25,25202,‐,彦根市銀座町,1,,,,,,,,,,,
306,玄宮園で虫の音を聞く会,25,25202,‐,彦根市金亀町3-40,1,,,,,,,,,,,
307,錦秋の玄宮園ライトアップ,25,25202,‐,彦根市金亀町3-40,1,,,,,,,,,,,
308,小江戸彦根の城まつりパレード,25,25202,‐,彦根市内,1,,,,,,,,,,,
309,北びわ湖大花火大会,25,25202,‐,彦根市松原町,1,,,,,,,,,,,
310,彦根ゆかたまつり,25,25202,‐,彦根市夢京橋商店街,1,,,,,,,,,,,
311,彦根七夕まつり,25,25202,‐,彦根市内各商店街,1,,,,,,,,,,,
312,ゆるキャラまつりｉｎ彦根,25,25202,‐,彦根市中央町3-8,1,,,,,,,,,,,
313,アートフェスタ勝負市,25,25202,‐,彦根市河原1・3,1,,,,,,,,,,,
314,ひこね万灯流し,25,25202,‐,彦根市中央町3-8,1,,,,,,,,,,,
315,高宮納涼花火大会,25,25202,‐,彦根市高宮町（無賃橋付近）,1,,,,,,,,,,,
316,姉妹城・親善都市と交流都市の観光と物産展,25,25202,‐,彦根市野瀬町187-4,1,,,,,,,,,,,
317,彦根シテイマラソン,25,25202,‐,彦根市松原町3028,1,,,,,,,,,,,
318,鳥人間コンテスト選手権大会,25,25202,‐,彦根市松原町,1,,,,,,,,,,,
319,近江ふれあいグラウンド・ゴルフ（３・４・５・６・９・１０・１１月大会）,25,25202,‐,彦根市松原町3028,1,,,,,,,,,,,
320,滋賀県体育協会理事長杯　小学生軟式野球大会,25,25202,‐,彦根市松原町3028,1,,,,,,,,,,,
321,俳句入門講座・句会,25,25202,‐,彦根市本町1-3-24,1,,,,,,,,,,,
322,滋賀県立総合運動場　スイミングセンター,25,25202,‐,彦根市松原町3028,4,,,,,,,,,,,
323,滋賀県立総合運動場　彦根球場,25,25202,‐,彦根市松原町3028,4,,,,,,,,,,,
324,滋賀県立総合運動場　陸上競技場,25,25202,‐,彦根市松原町3028,4,,,,,,,,,,,
325,滋賀県立総合運動場　テニス場,25,25202,‐,彦根市松原町3028,4,,,,,,,,,,,
326,彦根カントリー倶楽部,25,25202,‐,彦根市鳥居本町2958,4,,,,,,,,,,,
327,松原水泳場,25,25202,‐,彦根市松原町,4,,,,,,,,,,,
328,新海浜水泳場,25,25202,‐,彦根市新海浜町,4,,,,,,,,,,,
329,オーミマリン　彦根港,25,25202,‐,彦根市松原町3755,6,,,,,,,,,,,
330,グランドデュークホテル,25,25202,‐,彦根市佐和町11-36,6,,,,,,,,,,,
331,ホテルサンルート彦根,25,25202,‐,彦根市旭町9-14,6,,,,,,,,,,,
332,コンフォートホテル彦根,25,25202,‐,彦根市古沢町155,6,,,,,,,,,,,
333,ホテルエスタシオン　ひこね,25,25202,‐,彦根市旭町8-31,6,,,,,,,,,,,
334,長浜盆梅展,25,25203,‐,長浜市港町2-5,1,,,,,,,,,,,
335,豊公園,25,25203,‐,長浜市公園町10-1,4,,,,,,,,,,,
336,長浜ドーム,25,25203,‐,長浜市田村町1320,4,,,,,,,,,,,
337,長浜市民プール,25,25203,‐,長浜市公園町10-1,4,,,,,,,,,,,
338,長浜城歴史博物館,25,25203,‐,長浜市公園町10-10,2,,,,,,,,,,,
339,曳山博物館,25,25203,‐,長浜市元浜町14-8,2,,,,,,,,,,,
340,国友鉄砲の里資料館,25,25203,‐,長浜市国友町534,2,,,,,,,,,,,
341,郷土資料館,25,25203,‐,長浜市元浜町8-22,2,,,,,,,,,,,
342,黒壁美術館,25,25203,‐,長浜市元浜町11-23,2,,,,,,,,,,,
343,長浜別院　大通寺,25,25203,‐,長市元浜町32-9,2,,,,,,,,,,,
344,総持寺,25,25203,‐,長浜市宮司町708,2,,,,,,,,,,,
345,神照寺,25,25203,‐,長浜市新庄寺町323,2,,,,,,,,,,,
346,舎那院,25,25203,‐,長浜市宮前町13-45,2,,,,,,,,,,,
347,長浜八幡宮,25,25203,‐,長浜市宮前町13-55,2,,,,,,,,,,,
348,慶雲館（盆梅展含む）,25,25203,‐,長浜市港町2-5,2,,,,,,,,,,,
349,鉄道スクエア,25,25203,‐,長浜市北船町1-41,2,,,,,,,,,,,
350,黒壁ガラス館,25,25203,‐,長浜市元浜町12-38,5,,,,,,,,,,,
351,長濱オルゴール堂,25,25203,‐,長浜市元浜町13-31（ＰＯＷビル）,5,,,,,,,,,,,
352,海洋堂フィギュアミュージアム黒壁　龍遊館,25,25203,‐,長浜市元浜町13-31,2,,,,,,,,,,,
353,金糞岳,25,25203,‐,長浜市高山町,1,,,,,,,,,,,
354,浅井文化スポーツ公園,25,25203,‐,長浜市大依町15,4,,,,,,,,,,,
355,高山キャンプ場,25,25203,‐,長浜市高山町2324,4,,,,,,,,,,,
356,五先賢の館,25,25203,‐,長浜市北野町1386,2,,,,,,,,,,,
357,戦国大河あざい館（浅井歴史民俗資料館）,25,25203,‐,長浜市大依町528,2,,,,,,,,,,,
358,浅井能楽資料館,25,25203,‐,長浜市力丸町106,2,,,,,,,,,,,
359,孤篷庵,25,25203,‐,長浜市上野町135,2,,,,,,,,,,,
360,浅井ふれあいの里・プラザふくらの森,25,25203,‐,長浜市内保町2843,5,,,,,,,,,,,
361,今荘観光ぶどう園,25,25203,‐,長浜市今荘町1418,2,,,,,,,,,,,
362,竹生島,25,25203,‐,長浜市早崎町,2,,,,,,,,,,,
363,奥びわスポーツの森,25,25203,‐,長浜市早崎町1667,4,,,,,,,,,,,
364,南浜水泳場,25,25203,‐,長浜市南浜町,4,,,,,,,,,,,
365,冨田人形会館,25,25203,‐,長浜市富田町935,2,,,,,,,,,,,
366,安楽寺,25,25203,‐,長浜市細江町105,2,,,,,,,,,,,
367,産直びわ　みずべの里,25,25203,‐,長浜市南浜町297,5,,,,,,,,,,,
368,南浜観光ぶどう園,25,25203,‐,長浜市南浜町845,2,,,,,,,,,,,
369,虎姫時遊館,25,25203,‐,長浜市三川町 1635-2,2,,,,,,,,,,,
370,山本山,25,25203,‐,長浜市湖北町山本,1,,,,,,,,,,,
371,水鳥公園,25,25203,‐,長浜市湖北町,4,,,,,,,,,,,
372,小谷城戦国歴史資料館,25,25203,‐,長浜市小谷郡上町139,2,,,,,,,,,,,
373,小谷城跡,25,25203,‐,長浜市小谷郡上町、湖北町伊部,2,,,,,,,,,,,
374,野鳥センター,25,25203,‐,長浜市湖北町今西,1,,,,,,,,,,,
375,みずどりステーション,25,25203,‐,長浜市湖北町今西1731-1,5,,,,,,,,,,,
376,高月観音の里歴史民俗資料館,25,25203,‐,長浜市高月町渡岸寺229,2,,,,,,,,,,,
377,高月観音堂,25,25203,‐,長浜市高月町高月4,2,,,,,,,,,,,
378,渡岸寺観音堂,25,25203,‐,長浜市高月町渡岸寺215,2,,,,,,,,,,,
379,西野薬師堂,25,25203,‐,長浜市高月町西野1696,2,,,,,,,,,,,
380,赤後寺,25,25203,‐,長浜市高月町唐川1056,2,,,,,,,,,,,
381,東アジア交流ハウス雨森芳洲庵,25,25203,‐,長浜市高月町雨森1166,2,,,,,,,,,,,
382,西野水道,25,25203,‐,長浜市高月町西野字嶋津地先,2,,,,,,,,,,,
383,片山港周辺,25,25203,‐,長浜市高月町片山字浅井地先,1,,,,,,,,,,,
384,大見いこいの広場,25,25203,‐,長浜市木之本町大見678,4,,,,,,,,,,,
385,横山岳,25,25203,‐,長浜市木之本町杉野,1,,,,,,,,,,,
386,賤ヶ岳リフト,25,25203,‐,長浜市木之本町大音,2,,,,,,,,,,,
387,石道寺,25,25203,‐,長浜市木之本町石道,2,,,,,,,,,,,
388,医王寺,25,25203,‐,長浜市木之本町大見,2,,,,,,,,,,,
389,木之本地蔵院,25,25203,‐,長浜市木之本町木之本944,2,,,,,,,,,,,
390,黒田観音寺,25,25203,‐,長浜市木之本町黒田,2,,,,,,,,,,,
391,己高閣・世代閣,25,25203,‐,長浜市木之本町古橋1103,2,,,,,,,,,,,
392,おかん　ふれあいステーション,25,25203,‐,長浜市木之本町木之本1543,5,,,,,,,,,,,
393,戦国大河きのもと館（きのもと交遊館）,25,25203,‐,長浜市木之本町木之本1118,6,,,,,,,,,,,
394,丹生川渓谷,25,25203,‐,長浜市余呉町,1,,,,,,,,,,,
395,余呉高原リゾート・ヤップ,25,25203,‐,長浜市余呉町中河内,4,,,,,,,,,,,
396,茶わんまつりの館,25,25203,‐,長浜市余呉町上丹生,2,,,,,,,,,,,
397,妙理の里,25,25203,‐,長浜市余呉町菅並480,1,,,,,,,,,,,
398,ランタの館,25,25203,‐,長浜市西浅井町菅浦624-2,1,,,,,,,,,,,
399,二本松水泳場,25,25203,‐,長浜市西浅井町,4,,,,,,,,,,,
400,北淡海・丸子船の館,25,25203,‐,長浜市西浅井町大浦582,2,,,,,,,,,,,
401,和蔵堂,25,25203,‐,長浜市西浅井町山門964,2,,,,,,,,,,,
402,奥琵琶湖パークウェイ（売店）,25,25203,‐,長浜市西浅井町菅浦,6,,,,,,,,,,,
403,山門水源の森,25,25203,‐,長浜市西浅井町山門964,2,,,,,,,,,,,
404,塩津海道あぢかまの里,25,25203,‐,長浜市西浅井町菅浦,6,,,,,,,,,,,
405,長浜ドーム宿泊研修館,25,25203,‐,長浜市田村町1411-1,6,,,,,,,,,,,
406,グリーンホテルYes長浜みなと館,25,25203,‐,長浜市港町2-28,6,,,,,,,,,,,
407,ビジネスホテルウェルネス,25,25203,‐,長浜市神照町951-1,6,,,,,,,,,,,
408,長浜ビジネスホテル,25,25203,‐,長浜市川崎町300,6,,,,,,,,,,,
409,己高庵,25,25203,‐,長浜市木之本町古橋1094,6,,,,,,,,,,,
410,大浦地区　民宿・旅館,25,25203,‐,長浜市西浅井町大浦,6,,,,,,,,,,,
411,沖島,25,25204,‐,近江八幡市沖島町,1,,,,,,,,,,,
412,水郷めぐり,25,25204,‐,近江八幡市北之庄町（ほか）,1,,,,,,,,,,,
413,八幡山ロープウェー,25,25204,‐,近江八幡市宮内町257,2,,,,,,,,,,,
414,安土城跡,25,25204,‐,近江八幡市安土町下豊浦,2,,,,,,,,,,,
415,佐佐木源氏　沙沙貴神社,25,25204,‐,近江八幡市安土町常楽寺1,2,,,,,,,,,,,
416,桑実寺,25,25204,‐,近江八幡市安土町桑実寺292,2,,,,,,,,,,,
417,八幡堀,25,25204,‐,近江八幡市,2,,,,,,,,,,,
418,かわらミュージアム,25,25204,‐,近江八幡市多賀町738-2,2,,,,,,,,,,,
419,安土城天主　信長の館,25,25204,‐,近江八幡市安土町桑実寺800,2,,,,,,,,,,,
420,滋賀県立安土城考古博物館,25,25204,‐,近江八幡市安土町下豊浦6678,2,,,,,,,,,,,
421,近江八幡市立資料館,25,25204,‐,近江八幡市新町2-22,2,,,,,,,,,,,
422,安土城郭資料館,25,25204,‐,近江八幡市安土町小中700,2,,,,,,,,,,,
423,あきんどの里,25,25204,‐,近江八幡市多賀町569,5,,,,,,,,,,,
424,びわこだいなか愛菜館,25,25204,‐,近江八幡市大中町450-5,5,,,,,,,,,,,
425,休暇村近江八幡,25,25204,‐,近江八幡市沖島町宮ヶ浜,6,,,,,,,,,,,
426,左義長まつり,25,25204,‐,近江八幡市宮内町257,1,,,,,,,,,,,
427,八幡まつり,25,25204,‐,近江八幡市宮内町257,1,,,,,,,,,,,
428,篠田の花火,25,25204,‐,近江八幡市上田町1615,1,,,,,,,,,,,
429,あづち信長まつり,25,25204,‐,近江八幡市桜宮町286,1,,,,,,,,,,,
430,八幡てんびんまつり,25,25204,‐,近江八幡市桜宮町（ほか）,1,,,,,,,,,,,
431,八幡堀まつり,25,25204,‐,近江八幡市,1,,,,,,,,,,,
432,草津宿街道交流館,25,25206,‐,草津市草津3-10-4,2,,,,,,,,,,,
433,水生植物公園みずの森,25,25206,‐,草津市下物町1091,2,,,,,,,,,,,
434,道の駅草津,25,25206,‐,草津市下物町1436,6,,,,,,,,,,,
435,ロックベイ　ガーデン,25,25206,‐,草津市下物町1431,1,,,,,,,,,,,
436,ロクハ公園,25,25206,‐,草津市追分町623,4,,,,,,,,,,,
437,矢橋帰帆島公園,25,25206,‐,草津市矢橋町2108,4,,,,,,,,,,,
438,草津宿本陣,25,25206,‐,草津市草津1-2-8,2,,,,,,,,,,,
439,三大神社,25,25206,‐,草津市志那町309,1,,,,,,,,,,,
440,立木神社,25,25206,‐,草津市草津4-1-3,2,,,,,,,,,,,
441,太田酒造（株）　道灌蔵・不盡蔵,25,25206,‐,草津市草津3-10-37,2,,,,,,,,,,,
442,宿場そば・うばがもちや,25,25206,‐,草津市追分町17,5,,,,,,,,,,,
443,草津宿場まつり,25,25206,‐,草津市草津3-13-30,1,,,,,,,,,,,
444,草津納涼まつり,25,25206,‐,草津市大路2-11-51,1,,,,,,,,,,,
445,くさつ街あかり,25,25206,‐,草津市草津3-13-30,1,,,,,,,,,,,
446,琵琶湖博物館,25,25206,‐,草津市下物町1091,2,,,,,,,,,,,
447,イナズマロックフェス,25,25206,‐,草津市下物町1091,1,,,,,,,,,,,
448,熱気球搭乗体験,25,25206,‐,草津市下物町1091,1,,,,,,,,,,,
449,みなくさまつり,25,25206,‐,草津市西渋川1,1,,,,,,,,,,,
450,大庄屋諏訪家屋敷,25,25207,‐,守山市赤野井町171,2,,,,,,,,,,,
451,琵琶湖レークサイドゴルフコース,25,25207,‐,守山市木浜町2300,4,,,,,,,,,,,
452,勝部神社,25,25207,‐,守山市勝部町1-8-8,2,,,,,,,,,,,
453,住吉神社,25,25207,‐,守山市浮気町152,2,,,,,,,,,,,
454,小津神社,25,25207,‐,守山市杉江町495,2,,,,,,,,,,,
455,下新川神社,25,25207,‐,守山市幸津川1365,2,,,,,,,,,,,
456,近江妙蓮公園,25,25207,‐,守山市中町39,2,,,,,,,,,,,
457,佐川美術館,25,25207,‐,守山市水保町北川2891,2,,,,,,,,,,,
458,守山市魚つり場,25,25207,‐,守山市木浜町,4,,,,,,,,,,,
459,もりやまバラ・ハーブ園,25,25207,‐,守山市幸津川町2840,2,,,,,,,,,,,
460,もりやま芦刈園,25,25207,‐,守山市杉江町地先,2,,,,,,,,,,,
461,もりやまフルーツランド,25,25207,‐,守山市幸津川町4279,5,,,,,,,,,,,
462,ほたるの森資料館,25,25207,‐,守山市三宅町10,2,,,,,,,,,,,
463,埋蔵文化財センター,25,25207,‐,守山市服部町2250,2,,,,,,,,,,,
464,第１なぎさ公園,25,25207,‐,守山市今浜町地先,1,,,,,,,,,,,
465,第２なぎさ公園水泳場,25,25207,‐,守山市今浜町地先,4,,,,,,,,,,,
466,みさき自然公園,25,25207,‐,守山市今浜町地先,4,,,,,,,,,,,
467,中山道街道文化交流館,25,25207,‐,守山市守山1-8-14,2,,,,,,,,,,,
468,ファーマーズマーケットおうみんち,25,25207,‐,守山市洲本町2785,5,,,,,,,,,,,
469,もりやま夏まつり,25,25207,‐,守山市梅田町（ほか）,1,,,,,,,,,,,
470,ぐるり蓮の旅（ハスバス）,25,25207,‐,守山市内,1,,,,,,,,,,,
471,ほたるパーク＆ウォーク,25,25207,‐,守山市内,1,,,,,,,,,,,
472,もりやまいち,25,25207,‐,守山市守山1,1,,,,,,,,,,,
473,もりやまハーフマラソン,25,25207,‐,守山市内,1,,,,,,,,,,,
474,お満燈籠伝説大火祭り,25,25207,‐,守山市内,1,,,,,,,,,,,
475,東門院門前アート市,25,25207,‐,守山市守山2-2-46,1,,,,,,,,,,,
476,和っと守山中山道,25,25207,‐,守山市,1,,,,,,,,,,,
477,勝部の火祭り,25,25207,‐,守山市勝部町1-8-8,1,,,,,,,,,,,
478,すし切りまつり,25,25207,‐,守山市幸津川1365,1,,,,,,,,,,,
479,長刀まつり,25,25207,‐,守山市杉江町495,1,,,,,,,,,,,
480,栗東自然観察の森,25,25208,‐,栗東市安養寺178-2,2,,,,,,,,,,,
481,栗東歴史民俗博物館,25,25208,‐,栗東市小野223-8,2,,,,,,,,,,,
482,栗東市出土文化財センター,25,25208,‐,栗東市下戸山47,2,,,,,,,,,,,
483,金勝山県民の森,25,25208,‐,栗東市荒張、観音寺,1,,,,,,,,,,,
484,野洲川ローンプレーフィールド,25,25208,‐,栗東市出庭2083,4,,,,,,,,,,,
485,日向山石段,25,25208,‐,栗東市六地蔵,2,,,,,,,,,,,
486,こんぜの里　バンガロー村,25,25208,‐,栗東市観音寺535,4,,,,,,,,,,,
487,こんぜの里　森遊館,25,25208,‐,栗東市観音寺537-1,4,,,,,,,,,,,
488,こんぜの里　森の未来館,25,25208,‐,栗東市観音寺459-20,4,,,,,,,,,,,
489,金勝山ハイキングコース,25,25208,‐,栗東市,1,,,,,,,,,,,
490,栗東夏まつり,25,25208,‐,栗東市,1,,,,,,,,,,,
491,大池寺,25,25209,‐,甲賀市水口町名坂1168,1,,,,,,,,,,,
492,みなくち子どもの森,25,25209,‐,甲賀市水口町北内貴10,1,,,,,,,,,,,
493,水口歴史民俗資料館,25,25209,‐,甲賀市水口町水口5368,2,,,,,,,,,,,
494,水口城資料館,25,25209,‐,甲賀市水口町本丸4103,2,,,,,,,,,,,
495,名神竜王カントリー倶楽部,25,25209,‐,甲賀市水口町春日1616,4,,,,,,,,,,,
496,滋賀ゴルフクラブ,25,25209,‐,甲賀市水口町嶬峨1115,4,,,,,,,,,,,
497,ベアズパウジャパンカントリークラブ,25,25209,‐,甲賀市水口町春日146,4,,,,,,,,,,,
498,水口スポーツの森,25,25209,‐,甲賀市水口町北内貴230,4,,,,,,,,,,,
499,水口曳山祭,25,25209,‐,甲賀市水口町宮の前3-14,1,,,,,,,,,,,
500,甲賀夏まつり,25,25209,‐,甲賀市水口町水口6053,1,,,,,,,,,,,
501,杣川夏まつり,25,25209,‐,甲賀市水口町貴生川308-1,1,,,,,,,,,,,
502,田村神社（万燈祭・田村祭含む）,25,25209,‐,甲賀市土山町北土山470,1,,,,,,,,,,,
503,東海道伝馬館,25,25209,‐,甲賀市土山町北土山1570,2,,,,,,,,,,,
504,黒滝遊漁場,25,25209,‐,甲賀市土山町黒滝466,4,,,,,,,,,,,
505,名神栗東カントリー倶楽部,25,25209,‐,甲賀市土山町大野4970,4,,,,,,,,,,,
506,双鈴ゴルフクラブ　土山コース,25,25209,‐,甲賀市土山町南土山1118,4,,,,,,,,,,,
507,ダイヤモンド滋賀カントリークラブ,25,25209,‐,甲賀市土山町黒川1711,4,,,,,,,,,,,
508,青土ダムエコーバレイ,25,25209,‐,甲賀市土山町青土101-7,1,,,,,,,,,,,
509,リップルＣＨＡＣＨＡ,25,25209,‐,甲賀市土山町鮎河2642,4,,,,,,,,,,,
510,道の駅「あいの土山」,25,25209,‐,甲賀市土山町北土山2900,5,,,,,,,,,,,
511,うぐい川　咲くや鮎河さくらまつりホタル鑑賞,25,25209,‐,甲賀市土山町鮎河878,1,,,,,,,,,,,
512,あいの土山マラソン,25,25209,‐,甲賀市土山町北土山1715,4,,,,,,,,,,,
513,櫟野寺,25,25209,‐,甲賀市甲賀町櫟野1359,2,,,,,,,,,,,
514,油日神社（歴史民俗資料館含む）,25,25209,‐,甲賀市甲賀町油日1042,2,,,,,,,,,,,
515,大甲賀カントリークラブ,25,25209,‐,甲賀市甲賀町油日1695,4,,,,,,,,,,,
516,コムウッドゴルフクラブ,25,25209,‐,甲賀市甲賀町大原上田111,4,,,,,,,,,,,
517,富士スタジアムゴルフ倶楽部,25,25209,‐,甲賀市甲賀町五反田547,4,,,,,,,,,,,
518,甲賀もちふる里館,25,25209,‐,甲賀市甲賀町小佐治2121-1,5,,,,,,,,,,,
519,甲賀観光センター,25,25209,‐,甲賀市甲賀町大久保507-2（甲賀創建館内）,5,,,,,,,,,,,
520,大原祇園まつり,25,25209,‐,甲賀市甲賀町鳥居野783,1,,,,,,,,,,,
521,ござれＧＯ－ＳＨＵ！,25,25209,‐,甲賀市甲賀町相模173-1,6,,,,,,,,,,,
522,ビジネスホテル山水,25,25209,‐,甲賀市甲賀町大原市場345,3,,,,,,,,,,,
523,くすり学習館,25,25209,‐,甲賀市甲賀町大原中898-1,2,,,,,,,,,,,
524,和太鼓サウンド夢の森,25,25209,‐,甲賀市甲賀町大久保507-2,1,,,,,,,,,,,
525,六角堂,25,25209,‐,甲賀市甲南町野田810,2,,,,,,,,,,,
526,甲賀流忍術屋敷,25,25209,‐,甲賀市甲南町竜法師2331,2,,,,,,,,,,,
